test--------->
INFO 2016-03-11 21:39:49,431 views 3909 123145310715904 我只是一个测试
INFO 2016-03-11 21:41:58,289 views 我只是一个测试
INFO 2016-03-12 19:51:42,119 views 我只是一个测试
INFO 2016-03-12 19:55:06,267 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:15,083 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:18,629 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:22,562 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:22,826 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:27,258 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:30,986 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:35,093 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:40,420 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:43,160 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:45,756 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:47,581 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:51,216 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:52,585 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:52,885 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:53,658 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:56,410 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:55:58,835 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:00,353 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:02,352 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:04,322 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:05,362 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:06,223 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:06,709 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:06,952 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:07,267 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:08,849 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:10,136 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:12,232 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:14,399 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:15,684 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:16,514 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:17,891 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:19,301 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:21,039 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:21,567 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:22,007 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:22,297 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:22,640 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:22,898 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:23,110 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:23,748 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:26,131 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:27,912 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:30,512 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:32,387 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:34,781 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:36,950 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:39,428 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:41,705 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:44,328 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:46,947 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:48,336 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:49,338 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:50,810 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:52,940 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:54,451 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:57,752 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:59,060 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:59,466 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:59,695 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:56:59,905 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:00,080 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:00,297 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:00,494 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:01,717 views latitude=%f,lontitude=%f
INFO 2016-03-12 19:57:03,766 views latitude=%f,lontitude=%f
